Text,Class,Label
"  ATTN.PLEASEI am mustapher ahmed, I work with the  BANK OF AFRICA(BOA) in burkina faso  republic. It is my wish tosolicite your assistance in a business transaction that will be of benefit to you andI.During ourinvestigation and auditing in the bank, my department came across a very hugesum of money belonging to a deceased customer of the bank HAJI EL JAMAL ZOUE, a citizen of Lebanon whodied of the recent planecrash in Cotonou Benin republic on the 26th of Dec.2003.Although personally, I kept this information secret within myself to enable the whole plans and idea be profitable and successful during the time of execution.The said amount wasUSD$10.2m( ten  million Two united states dollars).As it may intrest you to know, I got your contact through my country chamber of commerce andinternational relations here in burkina faso Rep. I believe you will be able and capable to champion abusiness of such magnitude without any problem.Meanwhileall the whole arrangement to put claim over this fund as the bonafide next of kin to the deceased, get the required approval and transfer this money to youraccount if youindicate your intrest has beenmade by me.In fact I could have done this deal alone but because of my position in this country as a banker,we are not allowed to operate a foreign account and would eventually raise an eye brow on my side during the time of transfer because I workin this bank.This is the actual reason why it will require a second party or fellow who will forward claims as the next of kin to the bank and also present a foreign account where hewill need the money to be re-transfered ,into on his requestas it may be, after due verification and clarification by bank officails.I will not fail to inform you that this transaction is 100%risk free.On smooth conclusion of this transaction, you will be entitled to 30% of the total sum as gratification,while 10% will be set aside to take care of expenses that may arise during the time of transfer, while the remaining 60% will be for me and my family.Please,you have been advised to keep business as a secret between you and i for i am still in service and intend to retire from service after i conclude this deal with you. Assoon as you confirm to me your willingness to assit me int his bussiness i will send to you the deceased bank account informations and Application which you will apply to the bank for inward transfer of this fund to your account.I will be monitoring the whole situation here in the bank until you confirmthe money in your account and ask me to come down to your country for subsequentsharing of the fund according to percentages previously indicated and further  investment,either in your country or any other country you may advice usto invest in.All other necessary information will be sent to you when I hear from you.I suggest you get back to me assoon as possible stating yourwish in this deal call me on my private number 00229 76552482.For more clearification vist the website  entire family on 26th December 2003 in a plane crash.VIEW THIS WEB SITEhttp://www.cnn.com/2003/WORLD/africa/12/26/benin.crash/index.html_________________________________________________________________Don't just search. Find. Check out the new MSN Search! http://search.msn.com/",1,spam
Wants to talk with you re Afghanistan and his displeasure with Holbrooke. They got into a verbal sparring match at thehearing. I thought holbrooke was polite and responsive.,0,ham
FYI•,0,ham
In mtg with Egyptians. Will call in when done.,0,ham
Can you ask WHA to work for times so I can fly up mid morning and return late afternoon. Could I see Frattini next day?What seems best?,0,ham
Good day !Please accept my humble apologies if I had caught you unaware=2C I franklydo not mean any embarrassment or harm to you=2EI simply want to know if you canassist me in claiming an inheritance which is laying stagnant in the vault of a security and finance firm in Europe=2EThis story might sound too strange=2Cbut it is true=2EBesides=2Cwishing to live in your country=2CI am compelled to confide in you based on the source of your contact which I got from an international data base=2EMy name is Mr Charles Conneh=2EI am the son of late Mr Edward Conneh who was a co-director in Liberian Gold and Diamond Corperation=2EFollowing the indiscriminate killing and looting of private and government properties by the rebel forces during the war in Liberia=2Cmy family was one of the targets=2EHaving survived=2CI relocated to Senegal=2EI would like to apply through this medium for your co-operation to secure an opportunity to invest and have a joint business with you=2E Irrespective of the fact that we does not know each other before=2Cplease do consider this mail as someone who is desperately in need of assistance=2E Without much procrastination=2Cthere is a substantial capital I honorably intend to invest in your country into a very lucrative business of which you are to advise and execute the said investment over there in your country for our mutual benefits=2EI am soliciting for your able co-operation in order to become  my business partner in your country and create an idea on how the fund will be invested properly=2E Meanwhile=2C on indication of your willingness to handle this project sincerely=2CI Shall provide you with the amount involved and other information that you may want to know=2EWe shall mutually agree on a percentage which will be offered to you for assisting me transfer the deposited vault to your position=2EI will be glad to reserve this respect and opportunity for you=2C if you so desire=2EPlease I implore you to give this all important transaction yourimmediate attention=2EAgain=2Cif you are unable to assist please be kind enough to tell me so that I will know my fate=2E Looking forward to receiving your prompt response=2EYours Faithfully=2CCharles=2E,1,spam
Attn=2CDear=2EI would like to apply through this medium for your co-operation and to secure  an opportunity to invest and do joint business with you in your country=2C I have a substantial capital i honourably intend to invest in your country into a very lucrative business venture of which you are to advise and execute the said venture over there for the mutual benefits of both of us=2EYour able co-operation is to become my business partner in your country and create ideas on how money will be invested=2Cproperly managed and the type of investment after the money is transferred to your custody with your assistance Meanwhile=2C on indication of your willingness to handle this transaction sincerely by protecting our interests and upon your acceptance of this proposal=2C I would furnish you with the full detailed information=2C procedure=2Camount involve and mutually agree on your percentage interest or share holding for helping me to secure the release of the deposit and investing the money=2EI shall be glad to reserve this respect and opportunity for you=2C if you so desire=2C but do urge you to give the matter your immediate attention it deserves=2ELooking forward to your  response=2EYours Faithfully=2CMr=2EPatrick Francis JR=2E,1,spam
"THREE THOUSAND U.S DOLLARS  ONLY TO YOUR ACCOUNT}Attn:I feel quite safe dealing with you in this important business having gone through your remarkable profile on the internet. Though, this medium (Internet) has been greatly abused, I choose to reach you through it because it still remains the fastest medium of communication. However, this correspondence is unofficial and private, and it should be treated as such.At first I will like to assure you that this transaction is 100% risk and trouble free to both parties.My name is MR TONY HILL I work as the operational manager in account management section in charge of credit and foreign bills of one of the prime banks here in South Africa. On a routine inspection I discovered a dormant domiciliary account with a Balance Of US$48,223,000. 00 (Forty eight million two hundred and twenty three thousand U.S dollar).On further discreet investigation, I also discovered that the account holder has died long ago with his family on a fatal Auto-accident leaving no beneficiary to the  account and no other person knows about this account.I am in close contact with the manager of the bank here who is my partner and he is willing to approve the transfer to any reliable and trustworthy  foreigner with foreign bank account because the former operator of the a/c is a foreigner and from Australia in particular. I am certainly sure that he has no writen or oral WILL attached to the account , no  beneficiary and nobody will come again for the claim of this money. It is only a foreigner who can claim this money with legal claims to the account holder  which I will provide to you if you are interested, therefore I need your cooperation in this transaction. The difference in country of origins is not a hindrance to the success of this transaction. This money will remain useless in this dormant account if I did not transfer the fund out to a foreign account.I will provide the necessary information and documents needed in order to claim this money. I only need your cooperation as a foreigner to provide your safe bank account information for the transfer. All arrangement  that will ensure a smooth transfer of the fund to the account which you are to nominate is already in place.You should also provide me with your direct  phone lines for easy communication. I wish for utmost confidentiality in handling this transaction.At the conclussion of this transaction, your share will be 25% of the total transfer sum, 70% for me and my partner while 5% will be set aside for any  expenses both parties might incure during the process of the transfer. The fund will be transferred to your account in two parts. I will first transfer USD 20 Million to your account. I will fly over to meet you  after the successful transfer for sharing according to the agreed percentages. I will  have the remaining balance of USD28,223 Million transferred to your account only after the successful sharing of the first transfer without any disappointment from your side.I am looking forward to have a reply from you through my E-mail or you can call me or fax me.If you want to call my No. dial the way you use to call other countries, do not put South African area code which is 27, because it is a satellite phone which I bourght for this transaction for the security reason because our local land line here is not secured.Let me hear from you.Best Regards,MR.TONY HILL_________________________________________________________________Search & browse smarter, faster - download MSN Search Toolbar today, it's FREE! http://toolbar.msn.co.za?DI=1054&XAPID=2083",1,spam
"Removing Megan. Lamplighter is teapot story with Joyce McCarran that you stripped from Stormont. Here is what Iwrote to Megan (nothing about it being ""off-limits""!):""She cut the Lamplighter example from her Stormont speech because she thinks she's played it out. Not sure how she'llfeel about it in this speech.""",0,ham
" Dear Sir, REQUEST FOR YOUR UNRESERVED ASSISTANCE Firstly, I must solicit your confidence in this transaction, this is by virtue of its nature as being utterly confidential and top secret.Though I know that a transaction of this magnitude will make any oneapprehensive and worried, but I am assuring you that all will be well at theend of the day. We have decided to contact you due to the urgency of thistransaction, as we have been reliably informed of it's swiftness andconfidentiality. Let me start by first introducing myself properly to you. I am DR.ANAYO AWKA , a Manager at the Union Bank Nigeria PLC, Lagos. I came to know of you in my private search for a reliable and reputable person to handle a very confidential transaction, which involves the transfer of a huge sum of money to a foreign account requiring maximum confidence. A foreigner, Late Engineer William Adams, an oil Merchant /contractor with the federal Government of Nigeria, until his death three years ago in a ghastly air crash, banked with us here at the Union Bank PLC ,Lagos, and had a closing balance of USD$22.2M (Twenty-Two Million, Two Hundred Thousand United States Dollars)which the bank now unquestionably expects to be claimed by any of his available foreign next of kin or alternatively be donated to a discredited trust fund for arms and ammunition at a military war collage here in Nigeria. Fervent valuable efforts are being made by the Union Bank to get in touch with any of late Engr. William Adams's next of kin (he had no known wife and children) that the management under the influence of our chairman, board of directors, Retired Major General Kalu Uke Kalu, that an arrangement for the fund to be declared ""UNCLIAMABLE "" and then be subsequently donated to the trust fund for Arms and Ammunition, which will further enhance thecourse of war in Africa and the world in general. In order to avert this negative development, myself and some of my trusted colleagues in the bank now seek for your permission to have you stand as late Engr.WILLIAMS ADAMSs next of kin so that the fund, USD$22.2M, would be subsequently transferred and paid into your bank account as thebeneficiary next of kin. All documents and proves to enable you get this fund have been carefully worked out and we are assuring you a 100% risk free involvement. Your share would be 30% of the total amoun!t.! 10% has been set aside for expenses, while the rest would befor myself and my colleagues for purposes in your country. If this proposal is OK by you and you do not wish to take advantage of the trust we hope to bestow on you and your company, then kindly get to me immediately via my e-mail address furnishing me with your most confidential telephone, fax and e-mail, so that I can forward to you the relevant details of this transaction. Thank you in advancefor your anticipated co-operation.Regards. DR. ANAYO AWKA (MANAGER UNION BANK OF NIGERIA PLC). ",1,spam
We've oot a 13IanEllen will pass on details early next week.,0,ham
"FROM AUDITORHEAD OF DEPARTMENTBANK OF SCOTLANDUNITED KINGDOM25/2/2005ATTENTION! ATTENTION! ATTENTION!(CONFIDENTIAL BUSINESS)DEAR FRIENDI WANT TO TRANSFER OUT (FIFTEEN-MILLION POUNDS STERLINGS) FROM OUR BANK HEREIN SCOTLAND. I HAVE THE COURAGE TO LOOK FOR A RELIABLE AND HONEST PERSON WHOWILL BE CAPABLE FOR THIS IMPORTANT TRANSACTION, BELIEVING THAT YOU WILLNEVER LET ME DOWN EITHER NOW OR IN FUTURE.I AM, DR FRANK JIM, THE AUDITOR AND COMPUTING STAFF OF A BANK HERE INSCOTLAND UNITED KINGDOM. THERE IS AN ACCOUNT OPENED IN THIS BANK IN 1995 ANDSINCE 2001 NOBODY HAS OPERATED ON THIS ACCOUNT AGAIN, AFTER GOING THROUGHSOME OLD FILES IN THE RECORDS, I DISCOVERED THAT IF I DO NOT REMITT THISMONEY OUT URGENTLY, IT WILL BE FORFEITED FOR NOTHING.HOW THE MONEY CAME ABOUT:THE OWNER OF THIS ACCOUNT IS MR JOHN HUGHES A FOREIGNER AND THE MANAGER OFPETROL CHEMICAL SERVICE HERE IN LONDON, A CHEMICAL ENGINEER BY PROFESSIONAND HE DIED SINCE 1995.AND THEN,SINCE 2001, NOBODY KNOWS ABOUT THIS ACCOUNTOR ANYTHING CONCERNING IT, THE ACCOUNT HAS NO OTHER BENEFICIARY AND MYINVESTIGATION PROVED TO ME AS WELL THAT HIS COMPANY DOES NOT KNOW ANYTHINGABOUT THIS ACCOUNT AND THE AMOUNT INVOLVED IS (15,000,000.00) POUNDSSTERLINGSI WANT TO TRANSFER THIS MONEY INTO A SAFE FOREIGN ACCOUNT ABROAD BUT I DON'TKNOW ANY FOREIGNER, I AM ONLY CONTACTING YOU AS A FOREIGNER BECAUSE THISMONEY CAN NOT BE APPROVED TO ANY LOCAL BANK HERE IN SCOTLAND, BUT CAN ONLYBE APPROVED TO ANY FOREIGN ACCOUNT BECAUSE THE MONEY IS POUNDS STERLINGS ANDTHE FORMER OWNER OF THE ACCOUNT IS MR. JOHN HUGHES AND HE WAS A FOREIGNERTOO.WELL, I GOT YOUR EMAIL ADDRESS FORM MAGAZINE ADVERT.I KNOW THAT THIS MESSAGE WILL COME TO YOU AS A SURPRISE AS WE DON'T KNOW OURSELF BEFORE, BUT BE SURE THAT IT IS REAL AND A GENUINE BUSINESS. I BELIEVEIN GOD THAT YOU WILL NEVER LET ME DOWN IN THIS INVESTMENT.WHEN THE TRANSFER IS APPROVED AND PAYMENT SCHEDULE IS ALLOCATEDOVERSEAS,THROUGH THE OFFSHORE PAYING DELEGATE FOR FINAL CLEARANCE ANDSIGNING OF THE PAYMENT RELEASE FORM BY THE BENEFICIARY, I WANT US TO SEE ATTHE OVERSEA PAYING CLEARANCE OFFICE FACE TO FACE OR SIGNING OF THE ORIGINALBINDING AGREEMENT TO BIND US TOGETHER SO THAT,WE CAN RECEIVE THIS MONEY INTOA FOREIGN ACCOUNT OR ANY ACCOUNT OF YOUR CHOICE WHERE THE FUND WILL BEREMITTED.I AM CONTACTING YOU BECAUSE OF THE NEED TO INVOLVE A FOREIGNER WITH AFOREIGN ACCOUNT AS THE REAL BENEFICIARY. I NEED YOUR CO-OPERATION TO MAKETHIS WORK FINE, BECAUSE THE MANAGEMENT IS READY TO APPROVE THIS PAYMENT TOANY FOREIGNER WHO HAS THE CORRECT INFORMATION TO THIS ACCOUNT,WHICH I WILLGIVE TO YOU WHEN SURE OF YOUR CAPABILITY TO HANDLE SUCH AMOUNT IN STRICTCONFIDENCE AND TRUST.ACCORDING TO MY INSTRUCTIONS AND MY ADVICE FOR OUR MUTUAL BENEFIT BECAUSE IDON'T WANT TO MAKE ANY MISTAKE, I NEED YOUR STRONG ASSURANCE AND TRUST. ISHALL DESTROY ALL DOCUMENTS CONCERNING THIS TRANSACTIONS IMMEDIATELY WERECEIVED THIS MONEY LEAVING NO TRACE TO ANY PLACE.I WILL USE MY POSITION AND INFLUENCE OF OTHER STAFFS TO EFFECT THE LEGALAPPROVALS AND ONWARD TRANSFER OF THIS MONEY TO YOUR ACCOUNT WITH APPROPRIATECLEARANCE FROM FOREIGN PAYMENT DEPARTMENT. WITH ASSURANCE THAT THIS MONEYWILL BE INTACT PENDING MY PHYSICAL ARRIVAL TO YOUR COUNTRY FOR THE SHARING",1,spam
